"Date","System of production","Product origin","Product subgroup","Sales region","Price"
2008-07-01,"Bio","Region 2","CH Milk ","Switzerland",92.950683
2008-07-01,NA,"Region 2","CH Milk ","Switzerland",82.396702
2008-07-01,NA,"Region 5","CH Milk ","Switzerland",82.154478
2008-07-01,"Conventional","Region 4","CH Milk ","Switzerland",80.981141
2008-07-01,NA,"Region 4","CH Milk ","Switzerland",82.56765
2008-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",81.737046
2008-07-01,NA,"New Zealand","International Milk","New Zealand",41.2743
2008-07-01,"Conventional","Region 5","CH Milk ","Switzerland",81.944033
2008-07-01,"Conventional","Region 2","CH Milk ","Switzerland",83.27953
2008-07-01,"Conventional","Region 4","CH Milk ","Switzerland",83.3028
2008-07-01,"Bio","Switzerland","CH Milk ","Switzerland",92.176662
2008-07-01,NA,"Region 1","CH Milk ","Switzerland",80.866288
2008-06-01,NA,"USA / Canada","International Milk","USA",44.153568
2008-06-01,"Bio","Region 2","CH Milk ","Switzerland",85.912581
2008-06-01,NA,"Rest of the world, non-Swiss","International Milk",NA,49.38228
2008-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",78.352905
2008-06-01,NA,"Region 4","CH Milk ","Switzerland",76.728468
2008-06-01,"Conventional","Region 4","CH Milk ","Switzerland",74.660011
2008-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",75.464596
2008-06-01,NA,"Region 1","CH Milk ","Switzerland",77.07357
2008-06-01,"Conventional","Region 2","CH Milk ","Switzerland",75.852664
2008-06-01,NA,"New Zealand","International Milk","New Zealand",47.558686
2008-06-01,NA,"Region 5","CH Milk ","Switzerland",78.888513
2008-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.573103
2008-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",74.629783
2008-06-01,NA,"Region 3","CH Milk ","Switzerland",74.121159
2008-06-01,"Conventional","Region 1","CH Milk ","Switzerland",80.250473
2008-06-01,NA,"EU","International Milk","EU-28",54.272094
2008-06-01,"Conventional","Region 5","CH Milk ","Switzerland",73.312917
2008-06-01,"Conventional","Region 3","CH Milk ","Switzerland",72.175943
2008-06-01,"Bio","Switzerland","CH Milk ","Switzerland",84.937472
2008-06-01,"Bio","Region 4","CH Milk ","Switzerland",83.868086
2008-06-01,NA,"Austria","International Milk","Austria",60.5175
2008-06-01,NA,"Switzerland","CH Milk ","Switzerland",74.632127
2008-06-01,NA,"Switzerland","CH Milk ","Switzerland",76.423297
2008-06-01,"Conventional","Region 1","CH Milk ","Switzerland",72.772291
2008-06-01,"Conventional","Region 2","CH Milk ","Switzerland",75.134455
2008-06-01,"Bio","Region 1","CH Milk ","Switzerland",86.040441
2008-06-01,"Conventional","Region 5","CH Milk ","Switzerland",79.737394
2008-06-01,"Conventional","Region 1","CH Milk ","Switzerland",78.899994
2008-06-01,NA,"Italy","International Milk","Italy",63.346814
2008-06-01,"Conventional","Region 4","CH Milk ","Switzerland",78.993435
2008-06-01,NA,"Italy","International Milk","Italy",59.679292
2008-06-01,"Conventional","Region 5","CH Milk ","Switzerland",80.853023
2008-06-01,"Conventional","Region 2","CH Milk ","Switzerland",76.032462
2008-06-01,NA,"Region 2","CH Milk ","Switzerland",76.311456
2008-06-01,"Conventional","Region 4","CH Milk ","Switzerland",76.886321
2008-05-01,"Conventional","Region 4","CH Milk ","Switzerland",69.609186
2008-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",77.41912
2008-05-01,"Conventional","Region 2","CH Milk ","Switzerland",72.628435
2008-05-01,"Conventional","Region 5","CH Milk ","Switzerland",65.347474
2008-05-01,"Bio","Switzerland","CH Milk ","Switzerland",79.449056
2008-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",71.119314
2008-05-01,"Conventional","Region 1","CH Milk ","Switzerland",69.683125
2008-05-01,"Conventional","Region 5","CH Milk ","Switzerland",78.783997
2008-05-01,"Conventional","Region 1","CH Milk ","Switzerland",77.770228
2008-05-01,NA,"EU","International Milk","EU-28",55.964025
2008-05-01,NA,"Region 2","CH Milk ","Switzerland",71.438065
2008-05-01,NA,"Rest of the world, non-Swiss","International Milk",NA,47.1105
2008-05-01,NA,"Switzerland","CH Milk ","Switzerland",70.758748
2008-05-01,"Conventional","Region 3","CH Milk ","Switzerland",66.863025
2008-05-01,NA,"Region 5","CH Milk ","Switzerland",74.819722
2008-05-01,NA,"Region 4","CH Milk ","Switzerland",73.098167
2008-05-01,"Conventional","Region 2","CH Milk ","Switzerland",69.28005
2008-05-01,"Conventional","Region 4","CH Milk ","Switzerland",74.592663
2008-05-01,"Conventional","Region 2","CH Milk ","Switzerland",75.00771
2008-05-01,NA,"Austria","International Milk","Austria",62.267085
2008-05-01,NA,"Switzerland","CH Milk ","Switzerland",72.456957
2008-05-01,"Conventional","Region 1","CH Milk ","Switzerland",79.752149
2008-05-01,"Bio","Region 1","CH Milk ","Switzerland",82.408088
2008-05-01,"Bio","Region 2","CH Milk ","Switzerland",78.933583
2008-05-01,NA,"Region 1","CH Milk ","Switzerland",75.236079
2008-05-01,NA,"Italy","International Milk","Italy",60.074985
2008-05-01,NA,"Region 3","CH Milk ","Switzerland",68.671508
2008-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",74.222614
2008-05-01,NA,"Italy","International Milk","Italy",58.078637
2008-05-01,"Bio","Region 4","CH Milk ","Switzerland",79.148172
2008-05-01,"Conventional","Region 5","CH Milk ","Switzerland",76.533738
2008-05-01,NA,"New Zealand","International Milk","New Zealand",48.79998
2008-05-01,NA,"USA / Canada","International Milk","USA",42.383205
2008-05-01,"Conventional","Region 4","CH Milk ","Switzerland",78.010152
2008-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",69.083087
2008-04-01,"Conventional","Region 2","CH Milk ","Switzerland",72.638607
2008-04-01,"Conventional","Region 3","CH Milk ","Switzerland",69.107238
2008-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",72.104408
2008-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",74.467591
2008-04-01,"Conventional","Region 1","CH Milk ","Switzerland",71.855393
2008-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",70.618308
2008-04-01,"Bio","Region 1","CH Milk ","Switzerland",81.419879
2008-04-01,NA,"Switzerland","CH Milk ","Switzerland",73.286062
2008-04-01,"Bio","Region 2","CH Milk ","Switzerland",79.590535
2008-04-01,"Conventional","Region 1","CH Milk ","Switzerland",80.156772
2008-04-01,"Conventional","Region 5","CH Milk ","Switzerland",65.812171
2008-04-01,NA,"Italy","International Milk","Italy",58.998849
2008-04-01,"Conventional","Region 1","CH Milk ","Switzerland",78.075551
2008-04-01,NA,"Region 1","CH Milk ","Switzerland",75.452221
2008-04-01,"Bio","Region 4","CH Milk ","Switzerland",79.564195
2008-04-01,NA,"Region 2","CH Milk ","Switzerland",72.192894
2008-04-01,NA,"Region 5","CH Milk ","Switzerland",74.984204
2008-04-01,NA,"New Zealand","International Milk","New Zealand",44.415936
2008-04-01,NA,"USA / Canada","International Milk","USA",40.20408
2008-04-01,NA,"Rest of the world, non-Swiss","International Milk",NA,45.62844
2008-04-01,NA,"Switzerland","CH Milk ","Switzerland",71.56842
2008-04-01,NA,"Region 4","CH Milk ","Switzerland",73.791318
2008-04-01,"Conventional","Region 4","CH Milk ","Switzerland",70.76375
2008-04-01,NA,"Italy","International Milk","Italy",55.042098
2008-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",77.604471
2008-04-01,"Conventional","Region 4","CH Milk ","Switzerland",74.825297
2008-04-01,NA,"Austria","International Milk","Austria",63.050208
2008-04-01,"Conventional","Region 2","CH Milk ","Switzerland",75.484683
2008-04-01,"Conventional","Region 5","CH Milk ","Switzerland",78.888994
2008-04-01,NA,"Region 3","CH Milk ","Switzerland",70.539964
2008-04-01,"Conventional","Region 4","CH Milk ","Switzerland",77.488495
2008-04-01,"Conventional","Region 5","CH Milk ","Switzerland",76.142176
2008-04-01,"Conventional","Region 2","CH Milk ","Switzerland",70.45912
2008-04-01,NA,"EU","International Milk","EU-28",55.791138
2008-04-01,"Bio","Switzerland","CH Milk ","Switzerland",79.950112
2008-03-01,NA,"EU","International Milk","EU-28",58.146411
2008-03-01,"Conventional","Region 2","CH Milk ","Switzerland",70.760478
2008-03-01,"Conventional","Region 1","CH Milk ","Switzerland",78.358731
2008-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",77.897536
2008-03-01,"Conventional","Region 4","CH Milk ","Switzerland",71.409853
2008-03-01,"Conventional","Region 1","CH Milk ","Switzerland",71.825754
2008-03-01,"Conventional","Region 2","CH Milk ","Switzerland",75.79506
2008-03-01,"Bio","Region 4","CH Milk ","Switzerland",78.830221
2008-03-01,NA,"Region 4","CH Milk ","Switzerland",73.838292
2008-03-01,NA,"Italy","International Milk","Italy",53.898942
2008-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",71.083608
2008-03-01,NA,"Region 1","CH Milk ","Switzerland",75.568486
2008-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",72.430899
2008-03-01,"Conventional","Region 3","CH Milk ","Switzerland",70.284562
2008-03-01,NA,"Region 3","CH Milk ","Switzerland",71.820018
2008-03-01,NA,"Austria","International Milk","Austria",62.875422
2008-03-01,"Conventional","Region 4","CH Milk ","Switzerland",78.238413
2008-03-01,"Conventional","Region 1","CH Milk ","Switzerland",80.26975
2008-03-01,"Conventional","Region 2","CH Milk ","Switzerland",73.37541
2008-03-01,"Conventional","Region 5","CH Milk ","Switzerland",74.690197
2008-03-01,NA,"Rest of the world, non-Swiss","International Milk",NA,45.09057
2008-03-01,NA,"Region 5","CH Milk ","Switzerland",73.614489
2008-03-01,NA,"Region 2","CH Milk ","Switzerland",72.566453
2008-03-01,NA,"Switzerland","CH Milk ","Switzerland",73.536854
2008-03-01,"Conventional","Region 5","CH Milk ","Switzerland",69.015952
2008-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",74.914068
2008-03-01,NA,"Switzerland","CH Milk ","Switzerland",71.813334
2008-03-01,"Bio","Region 1","CH Milk ","Switzerland",83.196222
2008-03-01,"Bio","Switzerland","CH Milk ","Switzerland",79.798435
2008-03-01,"Bio","Region 2","CH Milk ","Switzerland",79.138604
2008-03-01,"Conventional","Region 5","CH Milk ","Switzerland",77.196715
2008-03-01,NA,"USA / Canada","International Milk","USA",40.204449
2008-03-01,"Conventional","Region 4","CH Milk ","Switzerland",75.061944
2008-03-01,NA,"New Zealand","International Milk","New Zealand",45.106281
2008-03-01,NA,"Italy","International Milk","Italy",64.064273
2008-02-01,"Conventional","Region 5","CH Milk ","Switzerland",77.766158
2008-02-01,NA,"Region 5","CH Milk ","Switzerland",76.07555
2008-02-01,NA,"Switzerland","CH Milk ","Switzerland",74.927777
2008-02-01,NA,"Rest of the world, non-Swiss","International Milk",NA,49.8697
2008-02-01,"Conventional","Region 5","CH Milk ","Switzerland",70.314196
2008-02-01,"Conventional","Region 1","CH Milk ","Switzerland",72.894424
2008-02-01,NA,"EU","International Milk","EU-28",61.757993
2008-02-01,"Conventional","Region 1","CH Milk ","Switzerland",80.78621
2008-02-01,NA,"Region 3","CH Milk ","Switzerland",73.710714
2008-02-01,"Bio","Region 1","CH Milk ","Switzerland",83.788902
2008-02-01,"Conventional","Region 1","CH Milk ","Switzerland",79.128131
2008-02-01,NA,"Italy","International Milk","Italy",65.597477
2008-02-01,NA,"Austria","International Milk","Austria",64.943219
2008-02-01,NA,"Switzerland","CH Milk ","Switzerland",73.171658
2008-02-01,"Conventional","Region 2","CH Milk ","Switzerland",74.456295
2008-02-01,NA,"Region 2","CH Milk ","Switzerland",73.576163
2008-02-01,NA,"USA / Canada","International Milk","USA",45.912298
2008-02-01,"Conventional","Region 4","CH Milk ","Switzerland",78.423415
2008-02-01,"Bio","Region 4","CH Milk ","Switzerland",82.422127
2008-02-01,"Conventional","Region 5","CH Milk ","Switzerland",79.908148
2008-02-01,NA,"Region 4","CH Milk ","Switzerland",75.758407
2008-02-01,NA,"Italy","International Milk","Italy",58.730741
2008-02-01,"Bio","Switzerland","CH Milk ","Switzerland",82.530746
2008-02-01,"Conventional","Region 2","CH Milk ","Switzerland",71.697608
2008-02-01,"Conventional","Region 3","CH Milk ","Switzerland",71.541246
2008-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.465115
2008-02-01,"Conventional","Region 4","CH Milk ","Switzerland",73.442403
2008-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",72.390049
2008-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",78.497085
2008-02-01,"Conventional","Region 4","CH Milk ","Switzerland",76.882986
2008-02-01,NA,"New Zealand","International Milk","New Zealand",45.52621
2008-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",73.822761
2008-02-01,"Bio","Region 2","CH Milk ","Switzerland",81.910551
2008-02-01,NA,"Region 1","CH Milk ","Switzerland",76.426459
2008-02-01,"Conventional","Region 2","CH Milk ","Switzerland",76.247986
2008-01-01,NA,"USA / Canada","International Milk","USA",49.667852
2008-01-01,"Conventional","Region 1","CH Milk ","Switzerland",80.022496
2008-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",77.640231
2008-01-01,"Conventional","Region 1","CH Milk ","Switzerland",81.472858
2008-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.219911
2008-01-01,NA,"Italy","International Milk","Italy",66.0134
2008-01-01,NA,"Region 3","CH Milk ","Switzerland",76.605824
2008-01-01,"Conventional","Region 1","CH Milk ","Switzerland",74.754883
2008-01-01,"Conventional","Region 5","CH Milk ","Switzerland",79.113294
2008-01-01,"Bio","Region 2","CH Milk ","Switzerland",85.807665
2008-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",75.391666
2008-01-01,NA,"New Zealand","International Milk","New Zealand",44.600695
2008-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",79.214694
2008-01-01,NA,"Region 4","CH Milk ","Switzerland",77.609872
2008-01-01,"Conventional","Region 4","CH Milk ","Switzerland",79.220744
2008-01-01,"Bio","Region 4","CH Milk ","Switzerland",85.204307
2008-01-01,NA,"Switzerland","CH Milk ","Switzerland",75.399805
2008-01-01,"Conventional","Region 2","CH Milk ","Switzerland",76.18956
2008-01-01,"Conventional","Region 5","CH Milk ","Switzerland",69.937321
2008-01-01,NA,"Region 2","CH Milk ","Switzerland",76.722441
2008-01-01,NA,"Rest of the world, non-Swiss","International Milk",NA,52.12858
2008-01-01,"Conventional","Region 4","CH Milk ","Switzerland",75.692242
2008-01-01,"Bio","Switzerland","CH Milk ","Switzerland",85.48672
2008-01-01,"Conventional","Region 3","CH Milk ","Switzerland",75.244151
2008-01-01,"Conventional","Region 5","CH Milk ","Switzerland",77.375226
2008-01-01,NA,"Italy","International Milk","Italy",60.704865
2008-01-01,"Bio","Region 1","CH Milk ","Switzerland",85.963171
2008-01-01,NA,"EU","International Milk","EU-28",63.379935
2008-01-01,NA,"Region 1","CH Milk ","Switzerland",77.835823
2008-01-01,"Conventional","Region 2","CH Milk ","Switzerland",75.715128
2008-01-01,"Conventional","Region 2","CH Milk ","Switzerland",77.079072
2008-01-01,NA,"Region 5","CH Milk ","Switzerland",76.232175
2008-01-01,NA,"Austria","International Milk","Austria",65.484505
2008-01-01,"Conventional","Region 4","CH Milk ","Switzerland",77.850687
2008-01-01,NA,"Switzerland","CH Milk ","Switzerland",77.209401
2007-12-01,NA,"EU","International Milk","EU-28",65.415184
2007-12-01,"Conventional","Region 1","CH Milk ","Switzerland",79.994267
2007-12-01,NA,"Austria","International Milk","Austria",66.742064
2007-12-01,NA,"Region 2","CH Milk ","Switzerland",75.171012
2007-12-01,"Conventional","Region 4","CH Milk ","Switzerland",77.001963
2007-12-01,NA,"Switzerland","CH Milk ","Switzerland",75.405197
2007-12-01,"Bio","Region 4","CH Milk ","Switzerland",81.506913
2007-12-01,NA,"Region 3","CH Milk ","Switzerland",73.857403
2007-12-01,NA,"Italy","International Milk","Italy",70.816249
2007-12-01,"Conventional","Region 1","CH Milk ","Switzerland",74.709054
2007-12-01,"Conventional","Region 4","CH Milk ","Switzerland",72.454886
2007-12-01,"Bio","Region 2","CH Milk ","Switzerland",82.18397
2007-12-01,NA,"Region 1","CH Milk ","Switzerland",77.512518
2007-12-01,"Conventional","Region 5","CH Milk ","Switzerland",68.283586
2007-12-01,"Conventional","Region 1","CH Milk ","Switzerland",81.703831
2007-12-01,"Conventional","Region 2","CH Milk ","Switzerland",76.044759
2007-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.013389
2007-12-01,"Conventional","Region 2","CH Milk ","Switzerland",74.253124
2007-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",77.965622
2007-12-01,NA,"Switzerland","CH Milk ","Switzerland",73.637888
2007-12-01,"Bio","Switzerland","CH Milk ","Switzerland",82.251028
2007-12-01,"Conventional","Region 5","CH Milk ","Switzerland",76.455727
2007-12-01,NA,"USA / Canada","International Milk","USA",53.937672
2007-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",74.438605
2007-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",73.570871
2007-12-01,NA,"Region 5","CH Milk ","Switzerland",75.797657
2007-12-01,"Conventional","Region 3","CH Milk ","Switzerland",72.355172
2007-12-01,"Bio","Region 1","CH Milk ","Switzerland",85.715289
2007-12-01,"Conventional","Region 2","CH Milk ","Switzerland",74.659834
2007-12-01,NA,"Italy","International Milk","Italy",61.191062
2007-12-01,"Conventional","Region 4","CH Milk ","Switzerland",75.462311
2007-12-01,NA,"Region 4","CH Milk ","Switzerland",74.794551
2007-12-01,"Conventional","Region 5","CH Milk ","Switzerland",78.401174
2007-12-01,NA,"New Zealand","International Milk","New Zealand",45.992978
2007-12-01,NA,"Rest of the world, non-Swiss","International Milk",NA,59.87546
2007-11-01,NA,"Rest of the world, non-Swiss","International Milk",NA,68.5776
2007-11-01,"Bio","Region 4","CH Milk ","Switzerland",82.195682
2007-11-01,NA,"Region 3","CH Milk ","Switzerland",74.2871
2007-11-01,NA,"Switzerland","CH Milk ","Switzerland",75.705515
2007-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",75.890959
2007-11-01,"Bio","Switzerland","CH Milk ","Switzerland",83.057253
2007-11-01,NA,"Region 4","CH Milk ","Switzerland",74.554477
2007-11-01,"Conventional","Region 5","CH Milk ","Switzerland",75.486022
2007-11-01,"Conventional","Region 5","CH Milk ","Switzerland",77.624667
2007-11-01,"Conventional","Region 3","CH Milk ","Switzerland",72.764332
2007-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",73.837744
2007-11-01,NA,"Austria","International Milk","Austria",65.198175
2007-11-01,"Conventional","Region 2","CH Milk ","Switzerland",75.205462
2007-11-01,"Conventional","Region 5","CH Milk ","Switzerland",78.168708
2007-11-01,NA,"Italy","International Milk","Italy",60.81844
2007-11-01,NA,"Switzerland","CH Milk ","Switzerland",73.931168
2007-11-01,"Conventional","Region 1","CH Milk ","Switzerland",80.51805
2007-11-01,"Conventional","Region 2","CH Milk ","Switzerland",74.065292
2007-11-01,"Conventional","Region 2","CH Milk ","Switzerland",76.602636
2007-11-01,"Conventional","Region 1","CH Milk ","Switzerland",82.330234
2007-11-01,NA,"EU","International Milk","EU-28",65.01684
2007-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",74.676221
2007-11-01,"Conventional","Region 1","CH Milk ","Switzerland",75.680577
2007-11-01,"Conventional","Region 4","CH Milk ","Switzerland",75.619392
2007-11-01,"Conventional","Region 4","CH Milk ","Switzerland",72.528788
2007-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",77.580029
2007-11-01,NA,"USA / Canada","International Milk","USA",54.252135
2007-11-01,NA,"Region 1","CH Milk ","Switzerland",78.635925
2007-11-01,NA,"New Zealand","International Milk","New Zealand",45.020535
2007-11-01,"Bio","Region 2","CH Milk ","Switzerland",82.963734
2007-11-01,NA,"Region 2","CH Milk ","Switzerland",75.327857
2007-11-01,NA,"Region 5","CH Milk ","Switzerland",78.589573
2007-11-01,"Bio","Region 1","CH Milk ","Switzerland",86.977865
2007-11-01,"Conventional","Region 4","CH Milk ","Switzerland",74.451803
2007-11-01,NA,"Italy","International Milk","Italy",78.315784
2007-10-01,"Conventional","Region 2","CH Milk ","Switzerland",73.240387
2007-10-01,"Bio","Region 2","CH Milk ","Switzerland",83.09006
2007-10-01,NA,"Region 4","CH Milk ","Switzerland",73.723874
2007-10-01,NA,"Rest of the world, non-Swiss","International Milk",NA,78.34176
2007-10-01,"Conventional","Region 4","CH Milk ","Switzerland",73.893905
2007-10-01,NA,"Region 2","CH Milk ","Switzerland",74.314779
2007-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",73.126174
2007-10-01,"Conventional","Region 1","CH Milk ","Switzerland",77.380018
2007-10-01,NA,"Region 1","CH Milk ","Switzerland",75.265387
2007-10-01,"Conventional","Region 5","CH Milk ","Switzerland",80.040625
2007-10-01,NA,"Austria","International Milk","Austria",61.3872
2007-10-01,"Conventional","Region 2","CH Milk ","Switzerland",72.118449
2007-10-01,"Conventional","Region 1","CH Milk ","Switzerland",76.397621
2007-10-01,NA,"Region 3","CH Milk ","Switzerland",74.801921
2007-10-01,"Bio","Region 1","CH Milk ","Switzerland",85.362934
2007-10-01,"Conventional","Region 5","CH Milk ","Switzerland",82.076754
2007-10-01,NA,"Switzerland","CH Milk ","Switzerland",74.447804
2007-10-01,NA,"Switzerland","CH Milk ","Switzerland",72.702934
2007-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",74.590111
2007-10-01,"Conventional","Region 1","CH Milk ","Switzerland",72.770537
2007-10-01,"Conventional","Region 5","CH Milk ","Switzerland",71.69708
2007-10-01,NA,"New Zealand","International Milk","New Zealand",43.396992
2007-10-01,NA,"Region 5","CH Milk ","Switzerland",78.56372
2007-10-01,"Conventional","Region 4","CH Milk ","Switzerland",72.992078
2007-10-01,NA,"Italy","International Milk","Italy",61.626401
2007-10-01,"Conventional","Region 2","CH Milk ","Switzerland",74.3234
2007-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",73.765562
2007-10-01,"Bio","Region 4","CH Milk ","Switzerland",81.902359
2007-10-01,NA,"Italy","International Milk","Italy",82.013299
2007-10-01,"Bio","Switzerland","CH Milk ","Switzerland",82.847576
2007-10-01,"Conventional","Region 4","CH Milk ","Switzerland",72.167023
2007-10-01,"Conventional","Region 3","CH Milk ","Switzerland",72.120831
2007-10-01,NA,"EU","International Milk","EU-28",65.162304
2007-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",74.339107
2007-10-01,NA,"USA / Canada","International Milk","USA",55.357056
2007-09-01,NA,"Region 4","CH Milk ","Switzerland",73.81732
2007-09-01,NA,"Region 2","CH Milk ","Switzerland",73.882972
2007-09-01,NA,"Switzerland","CH Milk ","Switzerland",73.792425
2007-09-01,"Conventional","Region 1","CH Milk ","Switzerland",77.69338
2007-09-01,"Bio","Region 1","CH Milk ","Switzerland",84.559278
2007-09-01,"Conventional","Region 5","CH Milk ","Switzerland",73.181457
2007-09-01,"Conventional","Region 1","CH Milk ","Switzerland",76.055566
2007-09-01,NA,"Switzerland","CH Milk ","Switzerland",72.062915
2007-09-01,"Conventional","Region 5","CH Milk ","Switzerland",79.958132
2007-09-01,NA,"EU","International Milk","EU-28",58.865175
2007-09-01,"Conventional","Region 2","CH Milk ","Switzerland",72.449251
2007-09-01,NA,"Italy","International Milk","Italy",56.238895
2007-09-01,"Conventional","Region 1","CH Milk ","Switzerland",71.034051
2007-09-01,NA,"Rest of the world, non-Swiss","International Milk",NA,82.86925
2007-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",74.016973
2007-09-01,NA,"Austria","International Milk","Austria",58.436825
2007-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",72.9238
2007-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",73.61661
2007-09-01,"Bio","Region 4","CH Milk ","Switzerland",85.373021
2007-09-01,NA,"Region 3","CH Milk ","Switzerland",71.780868
2007-09-01,NA,"USA / Canada","International Milk","USA",56.822275
2007-09-01,"Bio","Switzerland","CH Milk ","Switzerland",84.675943
2007-09-01,"Conventional","Region 2","CH Milk ","Switzerland",73.721497
2007-09-01,NA,"New Zealand","International Milk","New Zealand",41.1216
2007-09-01,"Conventional","Region 4","CH Milk ","Switzerland",72.932083
2007-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",72.41508
2007-09-01,"Conventional","Region 2","CH Milk ","Switzerland",71.706497
2007-09-01,"Conventional","Region 5","CH Milk ","Switzerland",78.652537
2007-09-01,"Conventional","Region 3","CH Milk ","Switzerland",69.136569
2007-09-01,NA,"Region 5","CH Milk ","Switzerland",77.381735
2007-09-01,NA,"Italy","International Milk","Italy",79.08313
2007-09-01,"Bio","Region 2","CH Milk ","Switzerland",85.504849
2007-09-01,"Conventional","Region 4","CH Milk ","Switzerland",73.053713
2007-09-01,"Conventional","Region 4","CH Milk ","Switzerland",72.922219
2007-09-01,NA,"Region 1","CH Milk ","Switzerland",74.367982
2007-08-01,"Conventional","Region 1","CH Milk ","Switzerland",69.328385
2007-08-01,NA,"Switzerland","CH Milk ","Switzerland",71.252116
2007-08-01,NA,"Region 1","CH Milk ","Switzerland",73.129306
2007-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",72.875955
2007-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",73.115397
2007-08-01,NA,"Italy","International Milk","Italy",52.724441
2007-08-01,NA,"EU","International Milk","EU-28",54.731934
2007-08-01,"Conventional","Region 3","CH Milk ","Switzerland",68.394026
2007-08-01,"Bio","Region 2","CH Milk ","Switzerland",82.638041
2007-08-01,NA,"Region 5","CH Milk ","Switzerland",76.994098
2007-08-01,NA,"Region 4","CH Milk ","Switzerland",72.927778
2007-08-01,"Conventional","Region 5","CH Milk ","Switzerland",73.304218
2007-08-01,NA,"Region 2","CH Milk ","Switzerland",73.142739
2007-08-01,NA,"Region 3","CH Milk ","Switzerland",71.560564
2007-08-01,"Bio","Region 1","CH Milk ","Switzerland",82.455438
2007-08-01,"Bio","Region 4","CH Milk ","Switzerland",82.364174
2007-08-01,"Conventional","Region 5","CH Milk ","Switzerland",78.324461
2007-08-01,"Conventional","Region 2","CH Milk ","Switzerland",71.04024
2007-08-01,"Conventional","Region 4","CH Milk ","Switzerland",71.491515
2007-08-01,"Conventional","Region 1","CH Milk ","Switzerland",74.582205
2007-08-01,"Conventional","Region 1","CH Milk ","Switzerland",76.464516
2007-08-01,"Conventional","Region 4","CH Milk ","Switzerland",71.904131
2007-08-01,"Conventional","Region 2","CH Milk ","Switzerland",71.923099
2007-08-01,NA,"USA / Canada","International Milk","USA",57.237615
2007-08-01,"Bio","Switzerland","CH Milk ","Switzerland",82.15641
2007-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",71.726842
2007-08-01,NA,"Switzerland","CH Milk ","Switzerland",72.962166
2007-08-01,NA,"Italy","International Milk","Italy",69.01841
2007-08-01,NA,"New Zealand","International Milk","New Zealand",42.5802
2007-08-01,NA,"Rest of the world, non-Swiss","International Milk",NA,83.03139
2007-08-01,NA,"Austria","International Milk","Austria",52.291761
2007-08-01,"Conventional","Region 4","CH Milk ","Switzerland",72.987615
2007-08-01,"Conventional","Region 5","CH Milk ","Switzerland",79.533607
2007-08-01,"Conventional","Region 2","CH Milk ","Switzerland",73.04354
2007-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",72.231808
2007-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",72.599905
2007-07-01,NA,"Switzerland","CH Milk ","Switzerland",71.347778
2007-07-01,"Conventional","Region 4","CH Milk ","Switzerland",71.54477
2007-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",71.638045
2007-07-01,"Bio","Switzerland","CH Milk ","Switzerland",79.754291
